Program Number,Program Type,Program Facility Name,Site Class,Address1,Address2,Locality,County,ZIPCode,SWIS Code,DEC Region,Latitude,Longitude,Control Code,Control Type,OU,Project Name,Project Completion Date,Waste Name,Contaminants,Owner Name,Owner Address1,Owner Address2,Owner City,Owner State,Owner ZIP,Disposal Name,Disposal Address1,Disposal Address2,Disposal City,Disposal ZIP,Disposal State,Operator Name,Operator Address1,Operator Address2,Operator City,Operator State,Operator Zip,Georeference,NYS Municipal Boundaries 2,New York Zip Codes 2,Counties 2
V00350,VCP,Pfizer Sites B and D,C,59-71 Gerry St. and 73-87 Gerry St.,191 Harrison Ave and 60-66 Gerry St.,Brooklyn,Kings,11206,2401,2,40.701632280,-73.947646200,Deed Restriction,Deed Restriction,03,Remedial Action,2018-07-06T00:00:00.000,,vinyl chloride,Yoel Kaufman,81 Gerry Street,,Brooklyn,NY,11206,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-73.9476462, 40.70163228]}",894,884,2090
850006,HW,Seneca Army Depot,02,Route 96A,,Romulus,Seneca,14541,5030,8,42.714718000,-76.881875000,Environmental Easement,Environmental Easement,17,Remedial Investigation,2007-01-31T00:00:00.000,,nickel,Sarah Davis,1 DiPronio Dr.,,Waterloo,NY,13165,US Department of the Army,,,,,ZZ,US Department of the Army - Seneca Depot,Route 96A,,Romulus,NY,14541,"{'type': 'Point', 'coordinates': [-76.881875, 42.714718]}",578,363,2144
401037,HW,Perfection Plating,04,911 11th Street,,Watervliet,Albany,12189,0118,4,42.722361580,-73.711613610,Deed Restriction,Deed Restriction,01,Remedial Design,1997-07-01T00:00:00.000,EP TOXIC CHROMIUM  (D007),,Charles Essepian,180 Old Loudon Rd,,Latham,NY,12110-3905,,,,,,,*** MULTIPLE SITE OWNERS ***,911 11TH STREET,,WATERVLIET,NY,12189,"{'type': 'Point', 'coordinates': [-73.71161361, 42.72236158]}",828,19,2030
850006,HW,Seneca Army Depot,02,Route 96A,,Romulus,Seneca,14541,5030,8,42.714718000,-76.881875000,Environmental Easement,Environmental Easement,18,Remedial Investigation,2006-09-05T00:00:00.000,,"dibenz[a,h]anthracene",US Department of the Army,Route 96A,,Romulus,NY,14541,US Department of the Army,,,,,ZZ,US Department of the Army - Seneca Depot,Route 96A,,Romulus,NY,14541,"{'type': 'Point', 'coordinates': [-76.881875, 42.714718]}",578,363,2144
130025,HW,Port Washington LF (N. Hempstead  LF),04,Shore Road,,Port Washington,Nassau,11050,3022,1,40.817601610,-73.669576810,Decision Document,Decision Document,01,Remedial Investigation,1989-09-01T00:00:00.000,"TETRACHLOROETHYLENE (PCE OR ""PERC."")",tetrachloroethene (PCE),TOWN OF NORTH HEMPSTEAD,PLANDOME RD.,,MANHASSET,NY,11030,TOWN OF NORTH HEMPSTEAD,,,,,NY,Town of North Hempstead,Plandome Road,,Manhasset,NY,11030,"{'type': 'Point', 'coordinates': [-73.66957681, 40.81760161]}",60,871,2094
850006,HW,Seneca Army Depot,02,Route 96A,,Romulus,Seneca,14541,5030,8,42.714718000,-76.881875000,Environmental Easement,Environmental Easement,17,Site Characterization,2005-05-24T00:00:00.000,,benzo(a)pyrene,Town of Romulus,P.O. Box 177,,Willard,NY,14588,US Department of the Army,,,,,ZZ,US Department of the Army - Seneca Depot,Route 96A,,Romulus,NY,14541,"{'type': 'Point', 'coordinates': [-76.881875, 42.714718]}",578,363,2144
915031,HW,River Road Site,04,4100 RIVER ROAD,,TONAWANDA,Erie,14150,1564,9,42.987156210,-78.938063810,Decision Document,Decision Document,01,Remedial Investigation,1994-03-01T00:00:00.000,PIT SLUDGE,heavy metals,4100 Properties LLC,247 Rano St.,,Buffalo,NY,14207,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-78.93806381, 42.98715621]}",278,8,2041
203001,HW,Pelham Bay Landfill,04,3410 Bruckner Boulevard,,New York City,Bronx,10474,0301,2,40.856497650,-73.813981960,Deed Restriction,Deed Restriction,01,Remedial Design,1994-03-01T00:00:00.000,XYLENE,xylene (mixed),Kay Zias,"The Arsenal, Central Park",830 5th Avenue,New York,NY,10065,NYC DEPT. PARKS /NYC DEPT. SANITATION,51 CHAMBER STREET,,NEW YORK,10007,NY,NYC PARKS DEPARTMENT,ARSENAL,CENTRAL PARK,NEW YORK,NY,10021,"{'type': 'Point', 'coordinates': [-73.81398196, 40.85649765]}",307,,2032
C932142,BCP,Remington Rand Building,C,184 Sweeney Street,,North Tonawanda,Niagara,14120,3212,9,43.023172562,-78.873875172,Environmental Easement,Environmental Easement,01,Remedial Investigation,2010-11-16T00:00:00.000,,PCB aroclor 1248,,,,,,,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-78.873875172, 43.023172562]}",158,953,2131
C808033,BCP,Schweizer Aircraft Corporation,C,1250 Schweizer Road,,Big Flats,Chemung,14845,0824,8,42.161509000,-76.885325000,Environmental Easement,Environmental Easement,01,Remedial Design,2008-09-02T00:00:00.000,,cadmium,George Miner,400 East Church Street,,Elmira,NY,14901,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-76.885325, 42.161509]}",488,1783,2036
850006,HW,Seneca Army Depot,02,Route 96A,,Romulus,Seneca,14541,5030,8,42.714718000,-76.881875000,Environmental Easement,Environmental Easement,21,Remedial Investigation,2008-03-31T00:00:00.000,,benzo(b)fluoranthene,SenecaCounty Sewer District No. 2,1 Dipronio Drive,,Waterloo,NY,13165,US Department of the Army,,,,,ZZ,US Department of the Army - Seneca Depot,Route 96A,,Romulus,NY,14541,"{'type': 'Point', 'coordinates': [-76.881875, 42.714718]}",578,363,2144
V00350,VCP,Pfizer Sites B and D,C,59-71 Gerry St. and 73-87 Gerry St.,191 Harrison Ave and 60-66 Gerry St.,Brooklyn,Kings,11206,2401,2,40.701632280,-73.947646200,Deed Restriction,Deed Restriction,02,Remedial Investigation,2011-08-23T00:00:00.000,,"cis-1,2-dichloroethene",Berish Ekstein and Joseph Jacob,85 Gerry Street,,Brooklyn,NY,11206,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-73.9476462, 40.70163228]}",894,884,2090
850006,HW,Seneca Army Depot,02,Route 96A,,Romulus,Seneca,14541,5030,8,42.714718000,-76.881875000,Environmental Easement,Environmental Easement,17,,2005-11-25T00:00:00.000,,arsenic,Seneca County Water District No. 1,1 Dipronio Dr,,Waterloo,NY,13165,US Department of the Army,,,,,ZZ,Earl M. Martin,3236 Hoster Road,,Seneca Falls,NY,13148,"{'type': 'Point', 'coordinates': [-76.881875, 42.714718]}",578,363,2144
850006,HW,Seneca Army Depot,02,Route 96A,,Romulus,Seneca,14541,5030,8,42.714718000,-76.881875000,Environmental Easement,Environmental Easement,15,Remedial Investigation,2005-02-11T00:00:00.000,,benzo(a)pyrene,New York Seneca Limited Partnership,"380 Union Street, Suite 300",,West Springfield,MA,01089,US Department of the Army,,,,,ZZ,Earl M. Martin,3236 Hoster Road,,Seneca Falls,NY,13148,"{'type': 'Point', 'coordinates': [-76.881875, 42.714718]}",578,363,2144
850006,HW,Seneca Army Depot,02,Route 96A,,Romulus,Seneca,14541,5030,8,42.714718000,-76.881875000,Environmental Easement,Environmental Easement,21,Site Characterization,2005-03-30T00:00:00.000,,cadmium,Seneca County Water District No. 1,1 Dipronio Dr,,Waterloo,NY,13165,US Department of the Army,,,,,ZZ,US Department of the Army - Seneca Depot,Route 96A,,Romulus,NY,14541,"{'type': 'Point', 'coordinates': [-76.881875, 42.714718]}",578,363,2144
C241144,BCP,Queens Medallion Leasing,C,21-03 44th Avenue,,Long Island City,Queens,11101,4101,2,40.749773000,-73.946083000,Environmental Easement,Environmental Easement,01,Remedial Action,2018-12-12T00:00:00.000,,chromium,Tony Georgiton,21-03 44th Avenue,,Long Island City,NY,11101,,,,,,,Queens Medallion Brokerage Corp.,21-03 44th Avenue,,Long Island City,NY,11101,"{'type': 'Point', 'coordinates': [-73.946083, 40.749773]}",196,873,2137
C241096,BCP,Queens West Waterfront Development - 00505C,C,46-00 Fifth Street,,Long Island City,Queens,11101,4101,2,40.747319147,-73.956464163,Environmental Easement,Environmental Easement,01,Remedial Action,2010-11-03T00:00:00.000,,arsenic,Bernard Orlan,44-36 Vernon Boulevard,,Long Island City,NY,11101,,,,,,,FREDERICK ELGHANAYAN C/O TF CORNERSTONE INC.,387 PARK AVENUE SOUTH,7TH FLOOR,NEW YORK,NY,10016,"{'type': 'Point', 'coordinates': [-73.956464163, 40.747319147]}",196,879,2095
850006,HW,Seneca Army Depot,02,Route 96A,,Romulus,Seneca,14541,5030,8,42.714718000,-76.881875000,Environmental Easement,Environmental Easement,03,Remedial Investigation,2003-07-28T00:00:00.000,,Perfluorooctane Sulfonic Acid,"Seneca BioEnergy, LLC","500 Technology Farm Drive, Suite 12",,Geneva,NY,14456,US Department of the Army,,,,,ZZ,US Department of the Army - Seneca Depot,Route 96A,,Romulus,NY,14541,"{'type': 'Point', 'coordinates': [-76.881875, 42.714718]}",578,363,2144
850006,HW,Seneca Army Depot,02,Route 96A,,Romulus,Seneca,14541,5030,8,42.714718000,-76.881875000,Environmental Easement,Environmental Easement,11,,2021-10-29T00:00:00.000,,chrysene,SenecaCounty Sewer District No. 2,1 Dipronio Drive,,Waterloo,NY,13165,US Department of the Army,,,,,ZZ,US Department of the Army - Seneca Depot,Route 96A,,Romulus,NY,14541,"{'type': 'Point', 'coordinates': [-76.881875, 42.714718]}",578,363,2144
905003A,HW,Peter Cooper Corporations,04,138 Palmer Street (Gowanda Site),,Gowanda,Cattaraugus,14070,0572,9,42.458165460,-78.928056110,Environmental Easement,Environmental Easement,01,Remedial Investigation,1991-03-01T00:00:00.000,,chromium,Michael Hutchiunson,27 East Main Street,,Gowanda,NY,14070,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-78.92805611, 42.45816546]}",344,525,2034
241002,HW,Phelps Dodge Refining Corporation,02,42-02 56th Road,,Maspeth,Queens,11378,4101,2,40.724799370,-73.922678510,Deed Restriction,Deed Restriction,01,Remedial Design,2016-04-13T00:00:00.000,ASBESTOS,asbestos,Parcel 3 Maspeth LLC,132  Sutton Street,,Brooklyn,NY,11222,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-73.92267851, 40.72479937]}",196,847,2137
734013,HW,Quanta Resources,04,2802-2810 Lodi Street,,Syracuse,Onondaga,13208,3415,7,43.069463890,-76.166551970,Environmental Easement,Environmental Easement,01,Remedial Design,2011-10-12T00:00:00.000,"ACID SLUDGES (D001, D002, D004)",,,,,,,,*** MULTIPLE SITE OWNERS ***,,,,,ZZ,Hudson Oil,,,,ZZ,,"{'type': 'Point', 'coordinates': [-76.16655197, 43.06946389]}",687,726,2132
850006,HW,Seneca Army Depot,02,Route 96A,,Romulus,Seneca,14541,5030,8,42.714718000,-76.881875000,Environmental Easement,Environmental Easement,17,Site Characterization,2004-05-07T00:00:00.000,,magnesium,New York Seneca Limited Partnership,"380 Union Street, Suite 300",,West Springfield,MA,01089,US Department of the Army,,,,,ZZ,US Department of the Army - Seneca Depot,Route 96A,,Romulus,NY,14541,"{'type': 'Point', 'coordinates': [-76.881875, 42.714718]}",578,363,2144
915044,HW,Polymer Applications,C,3445 River Road,,Tonawanda,Erie,14150,1564,9,42.970513889,-78.925030556,Environmental Easement,Environmental Easement,01,Remedial Design,1999-01-01T00:00:00.000,"SOLVENT MIXTURE INCLUDING XYLENE, TOLUENE, MIBK",,Paul Kranz,Environment & Planning,"95 Franklin St., Room 1060",Buffalo,NY,14202,Kevan Green,676 Gardenwood Drive,,Lockport,14094,NY,Kevan Green,676 Gardenwood Drive,,Lockport,NY,14094,"{'type': 'Point', 'coordinates': [-78.925030556, 42.970513889]}",278,8,2041
850006,HW,Seneca Army Depot,02,Route 96A,,Romulus,Seneca,14541,5030,8,42.714718000,-76.881875000,Environmental Easement,Environmental Easement,21,Remedial Action,2008-12-29T00:00:00.000,,"indeno(1,2,3-CD)pyrene",Seneca County Water District No. 1,1 Dipronio Dr,,Waterloo,NY,13165,US Department of the Army,,,,,ZZ,US Department of the Army - Seneca Depot,Route 96A,,Romulus,NY,14541,"{'type': 'Point', 'coordinates': [-76.881875, 42.714718]}",578,363,2144
850006,HW,Seneca Army Depot,02,Route 96A,,Romulus,Seneca,14541,5030,8,42.714718000,-76.881875000,Environmental Easement,Environmental Easement,13,Remedial Action,2010-07-22T00:00:00.000,,arsenic,Seneca County,1 Dipronio Drive,,Waterloo,NY,13165,US Department of the Army,,,,,ZZ,Earl M. Martin,3236 Hoster Road,,Seneca Falls,NY,13148,"{'type': 'Point', 'coordinates': [-76.881875, 42.714718]}",578,363,2144
V00350,VCP,Pfizer Sites B and D,C,59-71 Gerry St. and 73-87 Gerry St.,191 Harrison Ave and 60-66 Gerry St.,Brooklyn,Kings,11206,2401,2,40.701632280,-73.947646200,Deed Restriction,Deed Restriction,03,Remedial Investigation,2015-02-26T00:00:00.000,,tetrachloroethene (PCE),Berish Ekstein and Joseph Jacob,85 Gerry Street,,Brooklyn,NY,11206,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-73.9476462, 40.70163228]}",894,884,2090
734013,HW,Quanta Resources,04,2802-2810 Lodi Street,,Syracuse,Onondaga,13208,3415,7,43.069463890,-76.166551970,Environmental Easement,Environmental Easement,01,Remedial Action,2015-05-05T00:00:00.000,"ACID SLUDGES (D001, D002, D004)",,,,,,,,*** MULTIPLE SITE OWNERS ***,,,,,ZZ,Hudson Oil,,,,ZZ,,"{'type': 'Point', 'coordinates': [-76.16655197, 43.06946389]}",687,726,2132
241002,HW,Phelps Dodge Refining Corporation,02,42-02 56th Road,,Maspeth,Queens,11378,4101,2,40.724799370,-73.922678510,Environmental Easement,Environmental Easement,01,,2021-11-30T00:00:00.000,PCBS,arsenic,Robinson Bros. Inc.,55-15  43rd street,,Maspeth,NY,11378,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-73.92267851, 40.72479937]}",196,847,2137
734036,HW,Salina Town Landfill,02,Wolf Street (NYS Route 11),,Syracuse,Onondaga,13212,3448,7,43.090070670,-76.154644260,Environmental Easement,Environmental Easement,01,Remedial Design,2010-08-12T00:00:00.000,,tetrachloroethene (PCE),SANITATION DIV. DRAINAGE&,650 HIAWATHA BOULEVARD,,SYRACUSE,NY,13202,TOWN OF SALINA,201 School Road,,Liverpool,,NY,Town of Salina,201 School Street,,Liverpool,NY,13088,"{'type': 'Point', 'coordinates': [-76.15464426, 43.09007067]}",690,726,2132
734013,HW,Quanta Resources,04,2802-2810 Lodi Street,,Syracuse,Onondaga,13208,3415,7,43.069463890,-76.166551970,Environmental Easement,Environmental Easement,01,Site Characterization,1992-12-01T00:00:00.000,"ORGANIC LIQUID, (D040, F002, F003, F005)",,,,,,,,*** MULTIPLE SITE OWNERS ***,,,,,ZZ,Anchor Oil (Northeast Oil Services),,,,ZZ,,"{'type': 'Point', 'coordinates': [-76.16655197, 43.06946389]}",687,726,2132
850006,HW,Seneca Army Depot,02,Route 96A,,Romulus,Seneca,14541,5030,8,42.714718000,-76.881875000,Environmental Easement,Environmental Easement,21,Site Characterization,2005-03-30T00:00:00.000,,thallium,SenecaCounty Sewer District No. 2,1 Dipronio Drive,,Waterloo,NY,13165,US Department of the Army,,,,,ZZ,US Department of the Army - Seneca Depot,Route 96A,,Romulus,NY,14541,"{'type': 'Point', 'coordinates': [-76.881875, 42.714718]}",578,363,2144
850006,HW,Seneca Army Depot,02,Route 96A,,Romulus,Seneca,14541,5030,8,42.714718000,-76.881875000,Environmental Easement,Environmental Easement,20,Remedial Investigation,2017-03-30T00:00:00.000,,acetone,"Seneca BioEnergy, LLC","500 Technology Farm Drive, Suite 12",,Geneva,NY,14456,US Department of the Army,,,,,ZZ,Earl M. Martin,3236 Hoster Road,,Seneca Falls,NY,13148,"{'type': 'Point', 'coordinates': [-76.881875, 42.714718]}",578,363,2144
E510020,ERP,Plattsburgh Gateway Project/ Durkee St.,C,14 Durkee Street,,Plattsburgh,Clinton,12901,1013,5,44.696474801,-73.451790912,Environmental Easement,Environmental Easement,01,Remedial Investigation,2007-03-28T00:00:00.000,,"indeno(1,2,3-CD)pyrene",Colin L. Read,41 City Hall Place,,Plattsburgh,NY,12901,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-73.451790912, 44.696474801]}",4,202,2038
356021,HW,Revonak Dry Cleaners,04,12 New Paltz Plaza,,New Paltz,Ulster,12561,5638,3,41.741796160,-74.066288260,Deed Restriction,Deed Restriction,01,Remedial Investigation,2010-03-30T00:00:00.000,,tetrachloroethene (PCE),Peter Kempner,C/O Kempner Corporation,257 Mamaroneck Avenue,White Plains,NY,10605,,,,,,,Sharif Jamal,12 NEW PALTZ PLAZA,,NEW PALTZ,NY,12561,"{'type': 'Point', 'coordinates': [-74.06628826, 41.74179616]}",416,989,2182
C241089,BCP,Review Avenue Development I,C,37-30 Review Avenue,,Long Island City,Queens,11101,4101,2,40.732474406,-73.937239192,Environmental Easement,Environmental Easement,01,Remedial Investigation,2007-02-09T00:00:00.000,,tetrachloroethene (PCE),James Juliano,231-19 99th Avenue,,Queens Village,NY,11429,,,,,,,MICHAEL CAPASSO,LONG ISLAND,,LONG ISLAND,NY,10111,"{'type': 'Point', 'coordinates': [-73.937239192, 40.732474406]}",196,873,2137
401037,HW,Perfection Plating,04,911 11th Street,,Watervliet,Albany,12189,0118,4,42.722361580,-73.711613610,Decision Document,Decision Document,01,Remedial Investigation Amendment,2018-05-02T00:00:00.000,(P098) AND SODIUM CYANIDE (P106),,Charles Essepian,180 Old Loudon Rd,,Latham,NY,12110-3905,,,,,,,*** MULTIPLE SITE OWNERS ***,911 11TH STREET,,WATERVLIET,NY,12189,"{'type': 'Point', 'coordinates': [-73.71161361, 42.72236158]}",828,19,2030
850006,HW,Seneca Army Depot,02,Route 96A,,Romulus,Seneca,14541,5030,8,42.714718000,-76.881875000,Environmental Easement,Environmental Easement,17,Remedial Investigation,2007-01-31T00:00:00.000,,"2,4,5-tp acid",SenecaCounty Sewer District No. 2,1 Dipronio Drive,,Waterloo,NY,13165,US Department of the Army,,,,,ZZ,US Department of the Army - Seneca Depot,Route 96A,,Romulus,NY,14541,"{'type': 'Point', 'coordinates': [-76.881875, 42.714718]}",578,363,2144
850006,HW,Seneca Army Depot,02,Route 96A,,Romulus,Seneca,14541,5030,8,42.714718000,-76.881875000,Environmental Easement,Environmental Easement,17,,2005-11-25T00:00:00.000,,zinc,SenecaCounty Sewer District No. 2,1 Dipronio Drive,,Waterloo,NY,13165,US Department of the Army,,,,,ZZ,Earl M. Martin,3236 Hoster Road,,Seneca Falls,NY,13148,"{'type': 'Point', 'coordinates': [-76.881875, 42.714718]}",578,363,2144
C356042,BCP,Sawmill Place Remediation Area A SRA-A,C,10 Sawmill Place,,Wallkill,Ulster,12589,5652,3,41.648361111,-74.241388889,Environmental Easement,Environmental Easement,01,Certificate of Completion,2014-06-04T00:00:00.000,,ethylbenzene,"Watchtower Bible and Tract Society of New York, Inc.",100 Watchtower Drive,,Brooklyn,NY,11201-2483,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-74.241388889, 41.648361111]}",409,1017,2182
850006,HW,Seneca Army Depot,02,Route 96A,,Romulus,Seneca,14541,5030,8,42.714718000,-76.881875000,Environmental Easement,Environmental Easement,04,Remedial Investigation,2005-01-18T00:00:00.000,,lead,"Seneca Depot, LLC",39 State Street,Suite 300,Rochester,NY,14614,US Department of the Army,,,,,ZZ,Earl M. Martin,3236 Hoster Road,,Seneca Falls,NY,13148,"{'type': 'Point', 'coordinates': [-76.881875, 42.714718]}",578,363,2144
241002,HW,Phelps Dodge Refining Corporation,02,42-02 56th Road,,Maspeth,Queens,11378,4101,2,40.724799370,-73.922678510,Deed Restriction,Deed Restriction,01,Remedial Design,2016-04-13T00:00:00.000,,mercury,Jetro Cash & Carry Enterprises LLC,43-40  57th Avenue,,Maspeth,NY,11378,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-73.92267851, 40.72479937]}",196,847,2137
850006,HW,Seneca Army Depot,02,Route 96A,,Romulus,Seneca,14541,5030,8,42.714718000,-76.881875000,Environmental Easement,Environmental Easement,06,Remedial Investigation,2008-12-31T00:00:00.000,,manganese,"Seneca BioEnergy, LLC","500 Technology Farm Drive, Suite 12",,Geneva,NY,14456,US Department of the Army,,,,,ZZ,Earl M. Martin,3236 Hoster Road,,Seneca Falls,NY,13148,"{'type': 'Point', 'coordinates': [-76.881875, 42.714718]}",578,363,2144
850006,HW,Seneca Army Depot,02,Route 96A,,Romulus,Seneca,14541,5030,8,42.714718000,-76.881875000,Environmental Easement,Environmental Easement,21,Remedial Action,2008-12-29T00:00:00.000,,benzo(a)anthracene,"NYS Parks, Recreation & Historic Preservation Agency",Building 1,Empire State Plaza,Albany,NY,12238,US Department of the Army,,,,,ZZ,US Department of the Army - Seneca Depot,Route 96A,,Romulus,NY,14541,"{'type': 'Point', 'coordinates': [-76.881875, 42.714718]}",578,363,2144
B00154,ERP,Richmond Avenue Project,C,"Canal, Church, and Niagara Streets",,Lockport,Niagara,14094,3209,9,43.170649410,-78.694161690,Environmental Easement,Environmental Easement,01,IRWA,2002-10-31T00:00:00.000,,chromium,Douglas Zimmerman,1 Niagara Street,,Lockport,NY,14094,UNKNOWN,,,,,NY,,,,,,,"{'type': 'Point', 'coordinates': [-78.69416169, 43.17064941]}",163,930,2131
850006,HW,Seneca Army Depot,02,Route 96A,,Romulus,Seneca,14541,5030,8,42.714718000,-76.881875000,Environmental Easement,Environmental Easement,11,Remedial Investigation,2017-03-30T00:00:00.000,,manganese,"NYS Parks, Recreation & Historic Preservation Agency",Building 1,Empire State Plaza,Albany,NY,12238,US Department of the Army,,,,,ZZ,US Department of the Army - Seneca Depot,Route 96A,,Romulus,NY,14541,"{'type': 'Point', 'coordinates': [-76.881875, 42.714718]}",578,363,2144
C241089,BCP,Review Avenue Development I,C,37-30 Review Avenue,,Long Island City,Queens,11101,4101,2,40.732474406,-73.937239192,Environmental Easement,Environmental Easement,01,Remedial Design,2012-03-27T00:00:00.000,,PCB aroclor 1260,Alan Dern,37-30 Review Avenue,,Long Island City,NY,11101,,,,,,,MICHAEL CAPASSO,LONG ISLAND,,LONG ISLAND,NY,10111,"{'type': 'Point', 'coordinates': [-73.937239192, 40.732474406]}",196,873,2137
C231128,BCP,Sendero Verde Redevelopment Project - Parcel B,C,"67-89 East 111th Street, 56-74 East 112th Street",,New York,New York,10029,3101,2,40.796666667,-73.946111111,Environmental Easement,Environmental Easement,01,Remedial Action,2020-12-29T00:00:00.000,,barium,Ariel garcia,300 East 175th Street,,Bronx,NY,10457,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-73.946111111, 40.796666667]}",749,756,2095
